timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-23T14:17:24,codecarbon,d04a1901-6d8c-42e2-bbda-5ac754a64cac,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,241.3736568079912,0.004663232561403624,1.9319558824570276e-05,0.0,177.6110646730994,20.0,0.0006809491756489323,0.02066062625071008,0.0013760744568830385,0.02271764988324205,United States,USA,california,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.18,3.0.5,16,AMD Ryzen 7 5800X 8-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-122.0289,37.5337,62.70097732543945,machine,N,1.0
