timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-30T15:05:31,codecarbon,1ad03a0f-b02a-44fd-bce0-f7a7214ec93f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,773.9975321880775,0.015858590344110454,2.048920013902176e-05,10.516330188000001,314.99311407125936,20.0,0.002185333131259048,0.07091990284698735,0.00415230979828759,0.07725754577653399,United States,USA,california,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.18,3.0.5,16,AMD Ryzen 7 5800X 8-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-122.0289,37.5337,62.70097732543945,machine,N,1.0
