timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-30T11:40:44,codecarbon,43fdd0c7-78ab-4df8-b8a1-afa369116e7c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,60.42413530696649,0.0011181618426809353,1.8505218767309674e-05,10.520022642281248,294.2473736583473,20.0,0.00017071408077534781,0.0049521675728425585,0.0003244145985725077,0.005447296252190413,United States,USA,california,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.35,3.10.18,3.0.5,16,AMD Ryzen 7 5800X 8-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-122.0289,37.5337,62.70097732543945,machine,N,1.0
